"","Customer_ID","Recency","Frequency","Count_of_transactions","Total_Amount","DPR","Age","Avg_Amount","CSI","months_inactive","CLV"
"1713","14079",558,1,2,618.73,13,682,309.365,"5",1.54988425925926,29.8695163506355
"1714","14080",705,4,5,1115.68,74,737,223.136,"4",0.286585365853659,87.4311441698358
"1715","14081",427,7,8,4867.56999999998,465,729,608.446249999998,"4",0.0168841439304073,99.9434416249743
"1716","14082",28,1,2,413.36,48,392,206.68,"2",0.0145833333333333,3.85840679852785
"1717","14083",717,9,10,1082.19,169,721,108.219,"3",0.129891304347826,66.1251329807785
"1718","14084",0,0,1,150.5,7,512,150.5,"2",0,8.72774370663004
"1719","14085",729,29,30,9720.66999999999,479,731,324.022333333333,"3",0.0232758620689655,565.717032459548
"1720","14086",0,0,1,39.95,1,462,39.95,"1",NA,NA
"1721","14087",733,2,3,829.469999999999,175,735,276.49,"5",0.115251572327044,14.9401461573244
"1722","14088",411,13,14,64036.8,436,421,4574.05714285715,"5",0.0201195137869147,4852.05981312415
"1723","14089",0,0,1,158.75,13,56,158.75,"2",0,11.821703801628
"1724","14090",0,0,1,76.32,1,324,76.32,"2",NA,NA
"1725","14091",44,1,2,9530.08,13,698,4765.04,"5",0.122222222222222,555.012837100979
"1726","14092",716,21,22,7229.44999999999,169,723,328.611363636363,"4",0.06415770609319,246.82063937941
"1727","14093",0,0,1,433.86,95,12,433.86,"5",0,30.8611382815165
"1728","14094",0,0,1,311.77,41,439,311.77,"3",0,20.5452103952177
"1729","14095",0,0,1,2.95,1,722,2.95,"2",NA,NA
"1730","14096",97,16,17,59268.3499999997,1119,101,3486.37352941174,"5",0.00063351394873134,3058.42573621995
"1731","14097",164,1,2,422.86,39,645,211.43,"3",0.140135327635328,18.1325086284964
"1732","14098",0,0,1,147.35,21,36,147.35,"2",0,8.68160761896292
"1733","14099",713,19,20,5750.91,273,729,287.5455,"3",0.0457051282051282,389.396227404459
"1734","14100",0,0,1,191.95,24,137,191.95,"2",0,12.0937811415673
"1735","14101",548,12,13,9961.93,19,621,766.302307692308,"4",0.20522784019975,530.279556624202
"1736","14102",39,4,5,1105.88,35,44,221.176,"2",0.0228313840155945,35.1332194548492
"1737","14103",0,0,1,0,1,665,0,"2",NA,NA
"1738","14104",406,4,5,743.53,117,560,148.706,"2",0.100995024875622,18.5483756333389
"1739","14105",482,4,5,5988.83,200,721,1197.766,"5",0.0577887689848121,261.201352327392
"1740","14106",0,0,1,214.8,1,737,214.8,"2",NA,NA
"1741","14107",679,10,11,4877.3,102,730,443.390909090909,"3",0.096306146572104,114.132413514316
"1742","14108",708,3,4,1044.96,49,738,261.24,"5",0.445283018867925,15.1284101322715
"1743","14109",0,0,1,144.2,9,72,144.2,"3",0,9.50853103479047
"1744","14110",735,31,32,12987.95,177,738,405.8734375,"4",0.0614035087719298,638.896961140885
"1745","14111",227,3,4,692.85,10,241,173.2125,"3",0.840895061728395,42.85465187599
"1746","14112",632,9,10,5834.59000000001,199,654,583.459000000001,"4",0.0648205128205128,487.802521860771
"1747","14113",728,14,15,7092.61,76,731,472.840666666667,"5",0.200550964187328,302.797520014331
"1748","14114",333,6,7,1364.09,72,606,194.87,"3",0.152073820395738,67.0747248788535
"1749","14115",165,1,2,622.67,22,666,311.335,"5",0.261838624338624,45.3652701542131
"1750","14116",102,4,5,1382.74,61,121,276.548,"4",0.0479068857589984,48.573116372262
"1751","14117",0,0,1,90,3,143,90,"2",0,3.84655148398094
"1752","14118",0,0,1,458.45,15,428,458.45,"3",0,17.8538576642733
"1753","14119",343,1,2,183.37,11,718,91.685,"5",1.14333333333333,7.87227170994266
"1754","14121",56,3,4,2780.15,148,59,695.0375,"6",0.0118231364275668,120.521130485971
"1755","14122",331,2,3,362.42,12,737,120.806666666667,"3",0.919328703703704,14.8333606081921
"1756","14123",0,0,1,436.18,24,733,436.18,"4",0,18.9883435645772
"1757","14124",0,0,1,419.58,4,84,419.58,"4",0,16.5958463296044
"1758","14125",68,2,3,2720.63,159,78,906.876666666667,"5",0.0137457912457912,132.599332997001
"1759","14126",437,2,3,1172.46,37,444,390.82,"6",0.346858465608466,68.0563391562841
"1760","14127",303,5,6,1900.08,96,425,316.68,"4",0.0870689655172414,95.8867055940213
"1761","14128",491,2,3,924.21,50,551,308.07,"5",0.255729166666667,69.7774470426413
"1762","14129",578,7,8,2591.34,40,579,323.9175,"4",0.1784079218107,104.990194935824
"1763","14130",409,3,4,1858.77,189,728,464.6925,"5",0.0622526636225266,106.379975843474
"1764","14131",0,0,1,168.22,45,648,168.22,"2",0,5.65929168038503
"1765","14132",181,10,11,3586.03,100,183,326.002727272727,"3",0.0303252372975991,286.524896444734
"1766","14133",604,2,3,911.14,33,733,303.713333333333,"4",0.575198412698413,64.8613979162118
"1767","14134",347,10,11,11123.35,130,729,1011.21363636364,"5",0.0646182495344507,663.157447372573
"1768","14135",736,22,23,8839.67,138,737,384.33347826087,"4",0.112538226299694,439.227342892169
"1769","14136",331,4,5,1570.81,86,731,314.162,"3",0.105079365079365,71.6033923652033
"1770","14137",0,0,1,332.7,11,695,332.7,"4",0,23.3003900061019
"1771","14138",62,1,2,965.88,40,63,482.94,"3",0.0459567901234568,48.0812695529812
"1772","14139",496,3,4,1086.8,48,542,271.7,"4",0.243137254901961,67.2038968168231
"1773","14140",28,1,2,935.05,60,31,467.525,"4",0.0143589743589744,53.6958449804326
"1774","14141",103,3,4,915.13,27,105,228.7825,"3",0.0880698005698006,50.7589423966106
"1775","14142",273,1,2,671.34,42,646,335.67,"5",0.211627906976744,35.8477052579029
"1776","14143",0,0,1,115.8,7,133,115.8,"3",0,4.95593605030731
"1777","14144",0,0,1,30.6,1,486,30.6,"3",NA,NA
"1778","14145",564,6,7,7600.05,11,610,1085.72142857143,"5",0.783333333333333,287.398638379824
"1779","14146",687,8,9,9450.29999999999,337,695,1050.03333333333,"5",0.0503296703296703,506.951598414452
"1780","14147",562,6,7,2590.2,24,640,370.028571428571,"5",0.645929118773946,171.714411537363
"1781","14148",181,1,2,466.29,15,414,233.145,"5",0.377083333333333,17.786430489007
"1782","14149",0,0,1,446.62,28,220,446.62,"5",0,26.0603423460051
"1783","14150",324,1,2,658.64,23,359,329.32,"4",0.432,37.2062343833775
"1784","14151",43,1,2,679.45,44,716,339.725,"3",0.0333333333333333,40.8656863991265
"1785","14152",584,5,6,1997.34,104,659,332.89,"4",0.147464225589226,65.0458723177303
"1786","14153",0,0,1,233.4,17,483,233.4,"2",0,11.8859411288635
"1787","14154",456,5,6,6460.69999999999,236,695,1076.78333333333,"5",0.0522289041618939,454.027716229702
"1788","14155",0,0,1,118.75,6,266,118.75,"3",0,3.80618671805093
"1789","14156",729,118,119,305806.12,1446,738,2569.7993277311,"6",0.00602529134639226,15328.7974088764
"1790","14157",627,4,5,978.69,75,646,195.738,"5",0.248809523809524,22.2653441387918
"1791","14158",0,0,1,507.66,41,40,507.66,"4",0,29.7196296660526
"1792","14159",717,18,19,7860.8,706,736,413.726315789474,"4",0.0130245231607629,697.7615209063
"1793","14160",88,6,7,8421.47,80,698,1203.06714285714,"5",0.0276598532494759,436.245095200409
"1794","14161",511,6,7,2996.93,202,726,428.132857142857,"4",0.0617099436392915,182.051233957002
"1795","14162",119,1,2,289.36,25,292,144.68,"3",0.165219907407407,12.9385929656591
"1796","14163",375,4,5,2594.62,42,462,518.924,"4",0.219298245614035,66.5389804281153
"1797","14164",10,1,2,1631.77,28,80,815.885,"4",0.0119047619047619,81.8638037693034
"1798","14165",0,0,1,120.44,23,275,120.44,"2",0,10.7318418253139
"1799","14166",121,1,2,251.15,39,626,125.575,"2",0.0806388888888889,6.44896387782187
"1800","14167",642,7,8,1274.29,48,681,159.28625,"2",0.187719298245614,23.4605376835144
"1801","14168",144,1,2,370.45,11,564,185.225,"3",0.342857142857143,18.5595526281757
"1802","14169",14,1,2,621.51,50,444,310.755,"2",0.00740740740740741,28.2618610675509
"1803","14170",20,2,3,570.18,123,395,190.06,"2",0.00462962962962963,27.221456690086
"1804","14171",632,1,2,498.79,61,730,249.395,"5",0.334369488536155,24.2228144448114
"1805","14172",37,2,3,369.02,38,642,123.006666666667,"1",0.0286498708010336,23.7553498506402
"1806","14173",720,4,5,586,30,730,117.2,"3",0.75,30.5650885490253
"1807","14174",0,0,1,134.46,26,33,134.46,"2",0,6.90013872027404
"1808","14175",568,7,8,7678.88,237,627,959.86,"5",0.0573695286195286,436.385367110799
"1809","14176",84,3,4,756.46,33,381,189.115,"2",0.0777777777777778,25.426963803307
"1810","14177",565,8,9,2209.69,141,651,245.521111111111,"2",0.0923134531590414,168.533908952548
"1811","14178",174,6,7,1600.26,191,182,228.608571428571,"3",0.018300911321416,67.3981986103016
"1812","14179",12,1,2,701.57,135,52,350.785,"2",0.00256410256410256,52.0568228062005
"1813","14180",538,31,32,6117.49999999999,125,548,191.171875,"3",0.0622733410493827,325.097967900522
"1814","14181",152,1,2,308.35,48,562,154.175,"4",0.0993464052287582,15.7299147601616
"1815","14182",153,3,4,678.77,42,596,169.6925,"2",0.104081632653061,17.0714066463256
"1816","14183",70,1,2,278.34,27,481,139.17,"2",0.0707070707070707,15.7758080096788
"1817","14184",0,0,1,452.89,24,66,452.89,"5",0,49.9580235396426
"1818","14185",0,0,1,197.65,3,331,197.65,"3",0,10.705099931784
"1819","14186",217,4,5,1550.63,75,644,310.126,"3",0.0702130528586839,79.1864761906629
"1820","14187",0,0,1,123.5,8,473,123.5,"2",0,4.95336076308531
"1821","14188",280,5,6,2054.36,34,310,342.393333333333,"4",0.145833333333333,110.66024444455
"1822","14189",386,14,15,5503.15,199,388,366.876666666666,"5",0.0420479302832244,190.878826393291
"1823","14190",0,0,1,79.9,1,666,79.9,"2",NA,NA
"1824","14191",727,14,15,4817.66,147,728,321.177333333333,"4",0.0917929292929293,309.88911077066
"1825","14192",0,0,1,293.74,14,388,293.74,"3",0,19.5765105786948
"1826","14193",329,2,3,1210.19,49,396,403.396666666667,"5",0.174052028218695,91.3829541968551
"1827","14194",698,24,25,18670.5899999999,432,702,746.823599999998,"6",0.0244654749386611,1714.83917054885
"1828","14195",433,4,5,2615.6,10,634,523.12,"4",0.96212962962963,67.2829646680075
"1829","14196",0,0,1,335.52,6,106,335.52,"3",0,7.35514766515106
"1830","14197",0,0,1,390.05,20,410,390.05,"3",0,17.2232863006715
"1831","14198",685,8,9,1569.73,58,703,174.414444444444,"3",0.253703703703704,74.992575892713
"1832","14199",312,3,4,1091.7,15,530,272.925,"4",0.611764705882353,31.2979338842359
"1833","14200",0,0,1,379.2,21,617,379.2,"4",0,33.9779629295282
"1834","14201",528,9,10,1193.54,47,588,119.354,"2",0.325925925925926,67.4523399918254
"1835","14202",243,2,3,847.76,27,624,282.586666666667,"4",0.289285714285714,33.7639315633287
"1836","14203",0,0,1,339.34,16,397,339.34,"2",0,11.3222709646395
"1837","14204",735,3,4,1024.83,186,737,256.2075,"5",0.111872146118721,22.9222419618184
"1838","14205",626,7,8,2414.2,79,642,301.775,"4",0.17103825136612,69.6251355690603
"1839","14206",163,2,3,1185.01,62,402,395.003333333334,"4",0.0775992063492063,47.9977456873338
"1840","14207",0,0,1,157.8,2,687,157.8,"3",0,9.69449112107504
"1841","14208",457,1,2,567.05,34,551,283.525,"5",0.448039215686275,25.9562682059783
"1842","14209",676,14,15,4993.27,133,686,332.884666666667,"4",0.0979710144927536,158.852901408256
"1843","14210",597,14,15,5556.56999999999,143,702,370.438,"3",0.0635738374156904,314.801814070207
"1844","14211",677,15,16,4402.29,155,730,275.143125,"3",0.0944153881915388,16.5019894298928
"1845","14212",356,1,2,2190.14,18,445,1095.07,"5",0.593333333333333,50.3557415993005
"1846","14213",0,0,1,1192.2,5,404,1192.2,"5",0,66.0497675699025
"1847","14214",247,4,5,1004.38,64,277,200.876,"3",0.124747474747475,73.6876972852456
"1848","14215",720,8,9,3250.33,167,731,361.147777777778,"4",0.12972972972973,126.72419751346
"1849","14216",411,4,5,2150.04,65,414,430.008,"5",0.180281432748538,95.3560089341062
"1850","14217",526,21,22,3298.59,122,527,149.935909090909,"2",0.101356775850995,289.349941532279
"1851","14218",0,0,1,169.48,12,42,169.48,"1",0,8.25486293991991
"1852","14219",489,2,3,633.83,39,493,211.276666666667,"4",0.388128306878307,28.1578651946871
"1853","14220",322,3,4,1515,26,569,378.75,"4",0.29009009009009,124.115074987059
"1854","14221",570,13,14,6517.48999999999,166,612,465.534999999999,"3",0.0549132947976879,277.626993501685
"1855","14222",0,0,1,683.17,41,177,683.17,"5",0,18.5082491626422
"1856","14223",172,2,3,991.13,50,264,330.376666666667,"4",0.0971516007532957,74.1019129699738
"1857","14224",434,8,9,1841.71,189,544,204.634444444445,"3",0.0634502923976608,53.7428153346648
"1858","14225",262,3,4,2031.07,70,696,507.7675,"5",0.102728758169935,110.44117892938
"1859","14226",413,5,6,2985.13,89,441,497.521666666666,"5",0.14341724537037,63.1312490787916
"1860","14227",643,9,10,6368.71,246,669,636.871,"6",0.0570035460992908,329.812651153472
"1861","14228",109,2,3,745.5,38,546,248.5,"4",0.0981981981981982,11.0249622433628
"1862","14229",420,5,6,2594.04,41,471,432.34,"3",0.197183098591549,75.0731352017692
"1863","14230",113,1,2,979.8,27,548,489.9,"5",0.117708333333333,50.4508719128225
"1864","14231",267,3,4,1235.62,66,450,308.905,"4",0.130882352941176,32.3215418870234
"1865","14232",222,4,5,2048.07,81,264,409.614,"3",0.0649000974658869,104.489463911218
"1866","14233",595,6,7,2904.27,42,644,414.895714285714,"5",0.275443672839506,71.8907333569715
"1867","14234",35,3,4,754.12,122,57,188.53,"1",0.00800038051750381,20.2977499039119
"1868","14235",544,6,7,4717.99,107,619,673.998571428571,"4",0.123356009070295,344.530248043111
"1869","14236",425,4,5,1555.34,39,505,311.068,"4",0.307971014492754,137.021477555503
"1870","14237",217,1,2,471.14,26,590,235.57,"4",0.289388888888889,25.3845513167032
"1871","14238",408,2,3,434.23,13,734,144.743333333333,"3",1.13333333333333,9.55227289106382
"1872","14239",691,20,21,4263.17,97,734,203.008095238095,"4",0.110200691121744,173.117183024016
"1873","14240",393,2,3,1247.49,46,423,415.83,"5",0.218356481481481,71.6188880581381
"1874","14241",513,1,2,333.7,12,696,166.85,"5",1.55441919191919,9.26116205463279
"1875","14242",91,1,2,280.55,13,325,140.275,"3",0.20212962962963,8.9971418929368
"1876","14243",468,16,17,7217.75,235,476,424.573529411765,"5",0.0430977593615715,611.367969453651
"1877","14244",0,0,1,366.42,16,660,366.42,"3",0,15.1758920985462
"1878","14245",44,1,2,1693.45,107,263,846.725,"5",0.0136941848390447,109.826194317077
"1879","14246",135,2,3,1474.06,57,245,491.353333333334,"4",0.0608108108108108,60.132233294094
"1880","14247",273,4,5,753.56,82,551,150.712,"2",0.0812624007936508,32.9872387732212
"1881","14248",197,2,3,1032.95,41,515,344.316666666667,"4",0.142783816425121,38.4430394523024
"1882","14249",269,7,8,5400.461,178,679,675.057625,"4",0.0330822058220582,-26.5880061067293
"1883","14250",82,1,2,1904.05,94,89,952.025,"6",0.0248611111111111,143.403982885996
"1884","14251",56,4,5,2879.7,37,57,575.94,"6",0.0242604617604618,154.423945461621
"1885","14252",0,0,1,350.99,10,381,350.99,"3",0,27.228746209578
"1886","14253",130,1,2,363.4,11,623,181.7,"3",0.393813131313131,20.4659070828609
"1887","14254",0,0,1,601.03,23,432,601.03,"5",0,39.0342146995628
"1888","14256",434,3,4,2460.79,100,694,615.1975,"4",0.10959595959596,137.74752342854
"1889","14257",584,8,9,5954.45,167,648,661.605555555556,"5",0.0814446768944677,311.276121868244
"1890","14258",726,21,22,32051.34,97,735,1456.87909090909,"5",0.0806666666666667,922.869891530363
"1891","14259",0,0,1,120,5,141,120,"2",0,9.96268406191052
"1892","14260",77,1,2,824.28,50,548,412.14,"3",0.0513333333333333,28.3904789517135
"1893","14261",28,1,2,1163.45,52,78,581.725,"5",0.0183006535947712,55.5027385099861
"1894","14262",232,7,8,2618.23,87,240,327.27875,"3",0.0544698748043818,106.407355942378
"1895","14263",0,0,1,322.93,16,423,322.93,"2",0,16.878035730999
"1896","14264",457,5,6,1517.36,59,611,252.893333333333,"4",0.195299145299145,87.772112996173
"1897","14265",503,3,4,1373.35,74,612,343.3375,"5",0.214957264957265,75.1576865241955
"1898","14266",0,0,1,40.56,1,428,40.56,"3",NA,NA
"1899","14267",98,1,2,1516.24,25,260,758.12,"5",0.0604681069958848,81.8536318207861
"1900","14268",0,0,1,354.85,19,470,354.85,"3",0,22.1145609773893
"1901","14269",0,0,1,295.73,16,439,295.73,"2",0,8.53755384197242
"1902","14270",0,0,1,492.65,29,331,492.65,"4",0,22.1447008026078
"1903","14271",184,1,2,214.18,38,409,107.09,"3",0.165765765765766,13.7273910656511
"1904","14272",509,3,4,920.81,62,582,230.2025,"3",0.269312169312169,38.7818833566069
"1905","14273",191,3,4,559.97,22,242,139.9925,"2",0.227380952380952,28.7513484018294
"1906","14274",0,0,1,256.6,15,686,256.6,"3",0,10.5574547003981
"1907","14275",212,4,5,1189.38,14,607,237.876,"3",0.321275252525253,57.9284998742251
"1908","14276",562,5,6,2102.68,75,660,350.446666666667,"4",0.156099537037037,51.2626871842325
"1909","14277",711,7,8,17143.61,333,726,2142.95125,"6",0.063031914893617,515.79440054197
"1910","14278",0,0,1,205.83,13,409,205.83,"3",0,8.38243525833803
"1911","14279",161,1,2,191.86,3,681,95.93,"3",2.68263888888889,10.9678429780574
"1912","14280",0,0,1,134.04,8,196,134.04,"2",0,5.43737278163422
"1913","14281",0,0,1,245.15,7,408,245.15,"2",0,18.6945736552152
"1914","14282",659,24,25,7250.76000000001,100,662,290.0304,"2",0.092296918767507,145.616223015701
"1915","14283",106,3,4,628.44,36,569,157.11,"2",0.0883333333333333,31.2545171377792
"1916","14284",623,2,3,1299.65,59,653,433.216666666666,"5",0.314646464646465,22.4289111279795
"1917","14285",710,7,8,3284.42,48,731,410.5525,"5",0.394444444444444,57.9777742925036
"1918","14286",712,5,6,8479.76,270,735,1413.29333333333,"4",0.0476572958500669,570.784206157159
"1919","14287",190,1,2,176.63,9,198,88.315,"4",0.791840277777778,12.7075710524
"1920","14288",0,0,1,426.6,16,213,426.6,"5",0,21.4598782943384
"1921","14289",281,5,6,911.26,33,289,151.876666666667,"2",0.203623188405797,26.3663719096468
"1922","14290",720,7,8,4516.56,120,731,564.57,"6",0.16,341.302997696073
"1923","14291",729,13,14,7904.09999999999,241,730,564.578571428571,"5",0.049290060851927,192.939046258853
"1924","14292",623,10,11,9226.24999999999,120,630,838.749999999999,"5",0.108159722222222,602.538726578872
"1925","14293",726,7,8,2903.01,88,729,362.87625,"4",0.205084745762712,82.1836565262253
"1926","14294",0,0,1,375.34,23,407,375.34,"3",0,16.8617271899424
"1927","14295",691,4,5,2362.91,66,731,472.582,"5",0.32439358372457,170.16031478648
"1928","14296",153,1,2,456.4,27,574,228.2,"3",0.196153846153846,26.3526369562169
"1929","14297",257,3,4,1305.33,48,274,326.3325,"4",0.140437158469945,17.2978547775855
"1930","14298",720,44,45,91194.4900000008,1370,728,2026.54422222224,"5",0.008382815228781,4963.96975401727
"1931","14299",729,24,25,14070.25,164,737,562.81,"5",0.0727544910179641,918.866751119639
"1932","14300",0,0,1,43.2,3,18,43.2,"2",0,4.37474229332881
"1933","14301",549,3,4,1992.18,37,666,498.045,"4",0.351896367521367,97.721453451716
"1934","14302",307,2,3,742.9,25,737,247.633333333333,"4",0.378960905349794,28.2671393267862
"1935","14303",27,1,2,277.94,21,434,138.97,"3",0.0428571428571429,7.93359617604529
"1936","14304",348,2,3,1725.01,69,570,575.003333333333,"6",0.133333333333333,91.881741593068
"1937","14305",64,2,3,1858.96,96,135,619.653333333333,"5",0.0205128205128205,72.5670562094087
"1938","14306",626,5,6,3151.4,43,677,525.233333333333,"5",0.463672839506173,207.747548920277
"1939","14307",644,8,9,4287.92,205,732,476.435555555556,"5",0.0822424435930183,268.400353283078
"1940","14308",0,0,1,1147.02,1,549,1147.02,"5",0,74.153490986553
"1941","14309",542,10,11,3780.81,125,550,343.71,"4",0.0961066784869976,148.264997024374
"1942","14310",0,0,1,492.1,22,432,492.1,"4",0,32.7268291483053
"1943","14311",325,1,2,516.45,31,567,258.225,"5",0.361111111111111,19.0005595462793
"1944","14312",458,10,11,3090.29,148,504,280.935454545455,"3",0.0852886405959032,77.8968465607434
"1945","14314",324,1,2,229.8,10,430,114.9,"3",1.2,7.04069442105798
"1946","14315",590,7,8,3197.82,83,634,399.7275,"4",0.148979377104377,187.669704334278
"1947","14316",208,3,4,1370.34,21,630,342.585,"5",0.231064814814815,58.5390731145652
"1948","14317",0,0,1,508.58,24,64,508.58,"5",0,48.5607189384736
"1949","14318",0,0,1,158.02,9,460,158.02,"2",0,7.26306133925094
"1950","14319",0,0,1,494.85,26,424,494.85,"4",0,20.1031325234896
"1951","14320",481,4,5,1346.75,68,687,269.35,"4",0.200399305555556,93.5460626859625
"1952","14321",463,6,7,2218.06,162,473,316.865714285714,"4",0.0867119225967541,82.1966079764141
"1953","14322",230,3,4,474.1,10,659,118.525,"2",0.638773148148148,24.4351573913996
"1954","14323",124,1,2,605.06,32,238,302.53,"4",0.118095238095238,36.1716375490728
"1955","14324",284,1,2,701.61,41,693,350.805,"6",0.236631944444444,46.7257015384182
"1956","14325",0,0,1,245.48,18,569,245.48,"2",0,18.2029263416993
"1957","14326",290,2,3,940.98,54,532,313.66,"4",0.172619047619048,56.8991951858033
"1958","14327",537,5,6,1894.93,99,700,315.821666666667,"4",0.170462962962963,86.1827872538638
"1959","14328",0,0,1,445.05,1,438,445.05,"3",NA,NA
"1960","14329",706,13,14,9887.61999999999,349,723,706.258571428571,"5",0.0427102238354507,542.621962871266
"1961","14330",0,0,1,200.63,13,623,200.63,"2",0,3.70436506043473
"1962","14331",11,1,2,462.66,27,135,231.33,"2",0.0135802469135802,19.3802174235907
"1963","14332",394,4,5,1917.41,47,416,383.482,"3",0.215323315118397,28.4470267512483
"1964","14333",0,0,1,415.2,15,67,415.2,"4",0,13.9877529118963
"1965","14334",552,11,12,4318.48,148,568,359.873333333333,"4",0.0716007349762214,204.072513143708
"1966","14335",80,1,2,454.86,55,96,227.43,"3",0.0452212806026365,35.6434291898162
"1967","14336",260,3,4,1614.91,77,276,403.7275,"4",0.0973782771535581,9.2518737188269
"1968","14338",375,2,3,928.1,43,536,309.366666666667,"4",0.255102040816327,48.4083078752574
"1969","14339",186,1,2,620.27,21,428,310.135,"5",0.281818181818182,33.4598423553398
"1970","14340",0,0,1,134.7,6,218,134.7,"2",0,5.51130994037148
"1971","14341",693,11,12,4452.02,185,738,371.001666666667,"5",0.0874947390572391,81.4133101215424
"1972","14342",451,5,6,918.44,27,472,153.073333333333,"3",0.469835069444444,21.0987754928855
"1973","14343",269,3,4,1079.66,193,690,269.915,"4",0.0384775870290892,26.0342724926877
"1974","14344",499,19,20,2993.05,140,626,149.6525,"1",0.0726285783600194,108.495868344297
"1975","14345",0,0,1,108.98,6,38,108.98,"2",0,6.23474322377001
"1976","14346",377,3,4,2315.75,123,497,578.9375,"4",0.0866666666666667,15.9349898117682
"1977","14347",0,0,1,82.6,6,736,82.6,"2",0,2.40626981904951
"1978","14348",0,0,1,409.57,18,260,409.57,"4",0,23.5880546388812
"1979","14349",0,0,1,133.5,31,10,133.5,"2",0,0.82746484053001
"1980","14350",156,2,3,972.03,55,430,324.01,"5",0.0896791187739464,21.9527775963294
"1981","14351",0,0,1,51,1,164,51,"1",NA,NA
"1982","14352",116,2,3,1078.96,44,273,359.653333333333,"4",0.0840277777777778,52.9829446880612
"1983","14353",216,2,3,376.5,18,431,125.5,"3",0.3,12.9684804011627
"1984","14354",25,1,2,163.62,9,30,81.81,"1",0.104166666666667,12.8436025188236
"1985","14355",262,2,3,840.05,57,627,280.016666666667,"5",0.148022598870056,44.4870260785965
"1986","14356",2,1,2,701.23,33,81,350.615,"3",0.00208333333333333,14.1805227928853
"1987","14357",0,0,1,225.12,39,43,225.12,"2",0,9.28592240139921
"1988","14358",39,1,2,400.06,21,428,200.03,"1",0.054224537037037,9.20627052579467
"1989","14359",68,2,3,912.18,44,87,304.06,"3",0.0420010288065844,55.587337544936
"1990","14360",63,2,3,2118.03,104,94,706.01,"5",0.0181154214559387,116.469225808545
"1991","14361",0,0,1,214.71,14,578,214.71,"1",0,14.0826431525445
"1992","14362",0,0,1,151.5,37,22,151.5,"1",0,7.27455877554153
"1993","14363",49,1,2,227.47,8,451,113.735,"2",0.233531746031746,7.0715902298696
"1994","14364",103,6,7,3717.35,61,211,531.05,"5",0.0504901960784314,156.659876478734
"1995","14365",287,1,2,634.68,50,681,317.34,"4",0.191333333333333,29.7951258686161
"1996","14366",0,0,1,136,1,525,136,"1",NA,NA
"1997","14367",268,12,13,9227.82000000001,270,276,709.832307692308,"5",0.0171794871794872,500.182693355967
"1998","14368",0,0,1,155,8,319,155,"2",0,7.97762975863056
"1999","14369",19,1,2,469.13,24,661,234.565,"2",0.0253333333333333,4.60298929680553
"2000","14370",226,4,5,1175.78,37,676,235.156,"2",0.17516149870801,70.1389745140052
"2001","14371",0,0,1,100.5,4,295,100.5,"1",0,5.59465530089984
"2002","14372",156,1,2,860.08,36,599,430.04,"3",0.140540540540541,46.9976044964212
"2003","14373",0,0,1,76.55,4,358,76.55,"2",0,0.994760874220838
"2004","14374",0,0,1,108,7,541,108,"1",0,4.51067565608724
"2005","14375",356,2,3,1106.82,176,541,368.94,"5",0.0581699346405229,31.9762545256471
"2006","14376",0,0,1,215.46,17,683,215.46,"2",0,9.50145613996367
"2007","14377",71,1,2,617.05,11,262,308.525,"2",0.236527777777778,29.6576845673194
"2008","14378",0,0,1,131.25,9,621,131.25,"2",0,9.56818815470281
"2009","14379",436,3,4,1265.16,93,480,316.29,"4",0.114435695538058,87.6411417830891
"2010","14380",0,0,1,48.96,1,682,48.96,"3",NA,NA
"2011","14381",399,1,2,625.939999999999,104,451,312.97,"5",0.11981981981982,19.9180570781513
"2012","14382",364,1,2,1193.63,227,390,596.815000000001,"5",0.0436450839328537,36.1628330407423
"2013","14383",125,2,3,1247.69,49,163,415.896666666667,"4",0.0718630268199234,39.9170248925182
"2014","14384",0,0,1,58.5,3,500,58.5,"2",0,5.24346039873088
"2015","14385",14,2,3,202.11,13,23,67.37,"2",0.0358974358974359,19.8201311893352
"2016","14386",0,0,1,142.4,7,296,142.4,"2",0,6.17234223793353
"2017","14387",77,2,3,1727.6,125,109,575.866666666667,"5",0.0186090982286634,160.782037601037
"2018","14388",678,15,16,6388.20000000001,184,688,399.2625,"4",0.0576530612244898,279.85854515193
"2019","14389",525,4,5,1898.01,48,590,379.602,"5",0.203488372093023,107.036443299064
"2020","14390",415,10,11,6150.03,197,425,559.093636363637,"5",0.0302068170790878,234.919751775878
"2021","14391",0,0,1,135.6,14,576,135.6,"2",0,13.7301325671176
"2022","14392",0,0,1,266.4,14,432,266.4,"2",0,17.9165589387505
"2023","14393",0,0,1,67.95,5,218,67.95,"1",0,5.52688592220959
"2024","14394",0,0,1,93.8,6,564,93.8,"2",0,6.36172398656994
"2025","14395",598,18,19,7801.93,320,600,410.627894736842,"3",0.0256230362753499,276.208940567177
"2026","14396",672,5,6,1969.38,202,737,328.230000000001,"4",0.0903169802867383,71.8139879710337
"2027","14397",211,18,19,2612.96,18,213,137.524210526316,"2",0.0817990956072351,48.7831673308043
"2028","14398",126,1,2,707.79,50,527,353.895,"3",0.0807959401709402,2.44838387506787
"2029","14399",280,7,8,2108.21,119,674,263.52625,"4",0.0488656195462478,82.8991550973754
"2030","14400",482,2,3,1732.47,71,631,577.49,"4",0.223128858024691,55.7193361880558
